,City,Date,PM2.5,PM10,O3,NO2,CO,SO2,AQI
28179,Visakhapatnam,19-10-2016,66.14,105.53,42.08,50.18,1.04,12.48,121.0
28180,Visakhapatnam,20-10-2016,64.67,112.79,43.97,56.35,1.13,15.17,116.0
28181,Visakhapatnam,21-10-2016,64.92,101.08,33.92,60.75,1.23,13.5,118.0
28182,Visakhapatnam,22-10-2016,66.93,100.71,28.29,68.56,1.34,18.09,122.0
28183,Visakhapatnam,23-10-2016,62.97,103.08,30.0,67.64,1.19,26.49,109.0
28184,Visakhapatnam,24-10-2016,63.12,103.67,38.47,83.01,1.5,33.28,126.0
28185,Visakhapatnam,25-10-2016,60.85,108.64,39.3,62.1,1.29,22.65,142.0
28186,Visakhapatnam,26-10-2016,63.31,96.76,44.27,67.62,1.21,15.88,110.0
28187,Visakhapatnam,27-10-2016,47.62,101.06,53.25,26.48,0.8,12.67,104.0
28188,Visakhapatnam,28-10-2016,44.65,76.94,53.31,32.65,1.01,6.99,147.0
28189,Visakhapatnam,29-10-2016,44.44,81.9,26.08,25.0,0.86,7.73,91.0
28190,Visakhapatnam,30-10-2016,44.81,74.15,44.42,24.3,0.79,14.42,76.0
28191,Visakhapatnam,31-10-2016,58.43,96.69,52.16,29.01,0.97,10.38,89.0
28192,Visakhapatnam,01-11-2016,64.91,93.18,38.43,43.66,1.06,11.89,117.0
28193,Visakhapatnam,02-11-2016,37.5,65.46,34.08,19.09,0.77,7.61,82.0
28194,Visakhapatnam,03-11-2016,29.34,53.15,36.52,18.55,0.77,9.45,67.0
28195,Visakhapatnam,04-11-2016,12.94,30.1,24.79,17.48,0.67,5.62,55.0
28196,Visakhapatnam,05-11-2016,18.14,36.89,31.53,21.59,0.71,8.4,56.0
28197,Visakhapatnam,06-11-2016,48.11,92.4,38.94,45.09,1.05,14.04,83.0
28198,Visakhapatnam,07-11-2016,71.88,112.68,40.8,54.12,1.21,12.59,113.0
28199,Visakhapatnam,08-11-2016,67.16,105.6,34.74,70.94,1.46,18.95,133.0
28200,Visakhapatnam,09-11-2016,63.98,104.47,39.16,71.81,1.61,26.27,114.0
28201,Visakhapatnam,10-11-2016,60.85,101.39,29.42,51.12,1.81,32.42,112.0
28202,Visakhapatnam,11-11-2016,68.5,94.0,56.0,61.14,1.64,19.71,114.0
28203,Visakhapatnam,12-11-2016,56.0,94.0,67.32,60.94,1.62,19.54,132.0
28204,Visakhapatnam,13-11-2016,78.65,120.82,80.0,28.57,1.2,8.27,129.0
28205,Visakhapatnam,14-11-2016,77.51,115.91,75.77,26.66,1.15,9.79,163.0
28206,Visakhapatnam,15-11-2016,68.7,106.53,70.65,26.07,1.13,8.59,150.0
28207,Visakhapatnam,16-11-2016,72.89,108.85,92.13,23.94,1.18,10.66,127.0
28208,Visakhapatnam,17-11-2016,76.4,120.03,97.23,31.02,1.14,12.94,151.0
28209,Visakhapatnam,18-11-2016,71.11,122.95,91.7,33.96,1.11,12.68,148.0
28210,Visakhapatnam,19-11-2016,64.44,113.83,56.33,61.25,1.45,17.52,120.0
28211,Visakhapatnam,20-11-2016,66.78,107.4,56.55,63.11,1.53,16.82,119.0
28212,Visakhapatnam,21-11-2016,66.07,110.91,48.74,68.27,1.59,18.76,125.0
28213,Visakhapatnam,22-11-2016,63.54,100.06,41.06,72.33,1.74,22.0,116.0
28214,Visakhapatnam,23-11-2016,60.96,109.68,42.1,71.71,1.71,22.92,112.0
28215,Visakhapatnam,24-11-2016,61.68,102.75,40.32,81.21,1.6,25.38,108.0
28216,Visakhapatnam,25-11-2016,61.23,102.48,38.35,85.44,1.64,25.54,109.0
28217,Visakhapatnam,26-11-2016,63.17,96.29,43.78,80.13,1.68,40.55,110.0
28218,Visakhapatnam,27-11-2016,61.53,102.83,53.4,69.96,1.58,20.38,116.0
28219,Visakhapatnam,28-11-2016,68.77,105.94,61.76,63.18,1.55,23.3,125.0
28220,Visakhapatnam,29-11-2016,63.62,103.65,57.9,68.05,1.64,24.5,121.0
28221,Visakhapatnam,30-11-2016,66.66,99.53,63.94,71.79,1.53,21.3,126.0
28222,Visakhapatnam,01-12-2016,66.92,108.85,85.63,25.19,1.0,11.07,144.0
28223,Visakhapatnam,02-12-2016,41.55,80.48,58.45,30.56,0.99,6.67,93.0
28224,Visakhapatnam,03-12-2016,32.6,67.24,55.43,26.56,0.94,8.0,82.0
28225,Visakhapatnam,04-12-2016,52.58,93.04,88.45,24.96,0.98,6.34,106.0
28226,Visakhapatnam,05-12-2016,74.8,113.48,86.68,30.06,1.06,8.32,131.0
28227,Visakhapatnam,06-12-2016,43.18,77.91,76.9,28.66,1.0,10.04,113.0
28228,Visakhapatnam,07-12-2016,50.53,64.11,68.2,36.44,1.04,27.9,91.0
28229,Visakhapatnam,08-12-2016,64.4,80.16,56.16,58.46,1.49,34.58,105.0
28230,Visakhapatnam,09-12-2016,65.44,102.77,68.11,57.17,1.41,37.75,123.0
28231,Visakhapatnam,10-12-2016,57.84,116.72,91.9,36.03,1.19,35.72,120.0
28232,Visakhapatnam,11-12-2016,46.03,95.57,84.98,20.92,1.02,33.88,113.0
28233,Visakhapatnam,12-12-2016,40.99,71.42,87.04,18.21,0.96,34.07,105.0
28234,Visakhapatnam,13-12-2016,48.07,84.67,93.76,18.08,0.96,32.54,117.0
28235,Visakhapatnam,14-12-2016,62.66,102.67,90.96,22.56,1.15,31.35,107.0
28236,Visakhapatnam,15-12-2016,71.8,117.17,83.67,30.64,1.18,31.52,139.0
28237,Visakhapatnam,16-12-2016,52.28,113.57,61.72,46.05,1.14,32.89,119.0
28238,Visakhapatnam,17-12-2016,69.5,104.08,52.04,65.42,1.49,31.48,119.0
28239,Visakhapatnam,18-12-2016,59.38,107.2,56.03,67.64,1.48,18.63,120.0
28240,Visakhapatnam,19-12-2016,64.2,104.71,56.84,74.72,1.55,18.98,119.0
28241,Visakhapatnam,20-12-2016,61.85,100.85,58.88,77.27,1.53,19.86,122.0
28242,Visakhapatnam,21-12-2016,63.14,99.22,54.52,77.15,1.82,23.87,133.0
28243,Visakhapatnam,22-12-2016,67.26,102.33,51.71,77.47,1.84,21.77,120.0
28244,Visakhapatnam,23-12-2016,65.86,96.71,50.28,71.11,1.67,20.15,124.0
28245,Visakhapatnam,24-12-2016,79.29,123.67,83.35,48.03,1.48,18.57,122.0
28246,Visakhapatnam,25-12-2016,63.52,101.09,46.2,64.9,1.63,14.27,126.0
28247,Visakhapatnam,26-12-2016,78.21,127.14,84.24,40.06,1.38,12.02,166.4635814889336
28248,Visakhapatnam,27-12-2016,66.59,108.45,55.78,53.96,1.55,12.91,133.0
28249,Visakhapatnam,28-12-2016,56.0,94.0,92.97,41.25,1.52,11.0,127.0
28250,Visakhapatnam,29-12-2016,56.0,94.0,65.25,57.45,1.69,8.02,116.0
28251,Visakhapatnam,30-12-2016,56.0,94.0,65.98,53.1,1.67,5.13,116.0
28252,Visakhapatnam,31-12-2016,71.19,112.65,56.32,55.17,1.57,6.8,107.0
28253,Visakhapatnam,01-01-2017,63.51,97.56,55.05,38.43,1.38,1.44,147.0
28254,Visakhapatnam,02-01-2017,38.25,77.84,49.63,33.05,1.1,1.23,102.0
28255,Visakhapatnam,03-01-2017,62.3,101.33,50.55,42.11,1.32,6.48,98.0
28256,Visakhapatnam,04-01-2017,66.77,100.24,64.8,46.67,1.39,4.81,117.0
28257,Visakhapatnam,05-01-2017,68.9,105.73,92.19,29.76,1.27,5.03,121.0
28258,Visakhapatnam,06-01-2017,69.58,123.12,85.63,39.5,1.22,7.2,146.0
28259,Visakhapatnam,07-01-2017,47.15,88.98,54.57,59.46,1.41,6.3,110.0
28260,Visakhapatnam,08-01-2017,57.31,92.42,56.85,51.83,1.35,3.42,108.0
28261,Visakhapatnam,09-01-2017,56.08,95.9,47.06,60.14,1.46,6.48,103.0
28262,Visakhapatnam,10-01-2017,61.58,96.12,39.83,63.83,1.5,13.46,108.0
28263,Visakhapatnam,11-01-2017,55.21,97.03,41.86,52.63,1.36,16.88,102.0
28264,Visakhapatnam,12-01-2017,66.21,107.1,49.79,41.29,1.28,7.78,107.0
28265,Visakhapatnam,13-01-2017,71.24,111.64,76.59,28.97,1.21,4.35,121.0
28266,Visakhapatnam,14-01-2017,73.17,113.17,90.96,18.95,0.95,3.3,144.0
28267,Visakhapatnam,15-01-2017,76.86,123.73,105.22,23.54,0.98,4.77,148.0
28268,Visakhapatnam,16-01-2017,67.81,108.77,64.86,57.83,1.42,8.65,136.0
28269,Visakhapatnam,17-01-2017,68.03,111.45,67.78,68.69,1.54,18.4,137.0
28270,Visakhapatnam,18-01-2017,62.88,102.81,60.23,70.47,1.48,15.37,124.0
28271,Visakhapatnam,19-01-2017,77.1,107.71,104.87,30.17,1.1,5.99,139.0
28272,Visakhapatnam,20-01-2017,80.78,122.62,109.76,29.97,1.11,4.71,166.0
28273,Visakhapatnam,21-01-2017,80.65,120.43,153.23,33.64,1.21,12.21,236.0
28274,Visakhapatnam,22-01-2017,74.57,122.65,103.82,33.51,1.18,3.76,156.0
28275,Visakhapatnam,23-01-2017,63.88,114.71,73.47,51.04,1.26,8.36,126.0
28276,Visakhapatnam,24-01-2017,55.47,103.58,55.26,56.26,1.31,6.47,108.0
28277,Visakhapatnam,25-01-2017,68.84,118.21,94.31,30.0,1.05,7.12,101.0
28278,Visakhapatnam,26-01-2017,82.19,127.59,100.61,25.96,1.12,4.77,173.0
28279,Visakhapatnam,27-01-2017,68.09,106.33,64.59,36.01,1.26,6.49,190.0
28280,Visakhapatnam,28-01-2017,90.15,165.54,40.84,46.57,1.57,19.63,178.0
28281,Visakhapatnam,29-01-2017,68.13,109.16,48.52,23.93,0.84,9.77,183.0
28282,Visakhapatnam,30-01-2017,84.78,144.43,61.69,26.01,1.3,10.28,177.0
28283,Visakhapatnam,31-01-2017,95.17,154.56,42.12,40.05,1.26,11.5,214.0
28284,Visakhapatnam,01-02-2017,93.11,149.8,39.06,41.89,1.36,9.69,221.0
28285,Visakhapatnam,02-02-2017,64.85,125.5,52.79,30.29,0.77,7.15,158.0
28286,Visakhapatnam,03-02-2017,95.92,172.76,43.94,45.33,1.42,10.41,177.0
28287,Visakhapatnam,04-02-2017,96.96,170.32,32.07,44.16,1.87,20.63,255.0
28288,Visakhapatnam,05-02-2017,98.42,191.04,37.53,53.95,1.09,17.72,227.0
28289,Visakhapatnam,06-02-2017,90.31,159.65,34.48,50.7,1.31,11.52,214.0
28290,Visakhapatnam,07-02-2017,86.33,161.9,38.68,41.98,0.95,14.14,137.0
28291,Visakhapatnam,08-02-2017,97.24,177.05,45.07,54.72,1.07,17.66,198.0
28292,Visakhapatnam,09-02-2017,108.49,191.72,40.81,51.15,1.1,14.45,265.0
28293,Visakhapatnam,10-02-2017,90.15,158.52,32.96,50.13,0.95,10.94,228.0
28294,Visakhapatnam,11-02-2017,72.66,134.1,39.94,38.14,0.81,8.28,168.0
28295,Visakhapatnam,12-02-2017,50.1,92.38,47.33,24.89,0.68,3.41,107.0
28296,Visakhapatnam,13-02-2017,47.32,108.45,43.6,29.69,0.74,5.12,118.0
28297,Visakhapatnam,14-02-2017,54.3,122.19,32.83,31.76,1.3,4.77,146.0
28298,Visakhapatnam,15-02-2017,74.8,181.65,39.01,51.11,1.57,10.04,158.0
28299,Visakhapatnam,16-02-2017,103.57,205.91,40.03,67.56,1.74,31.92,219.0
28300,Visakhapatnam,17-02-2017,69.93,177.61,37.05,51.53,1.5,14.76,196.0
28301,Visakhapatnam,18-02-2017,90.56,171.09,40.75,50.92,1.48,15.12,191.0
28302,Visakhapatnam,19-02-2017,78.47,143.79,34.93,41.19,0.86,17.2,166.0
28303,Visakhapatnam,20-02-2017,78.02,138.38,29.06,39.22,1.27,21.8,184.0
28304,Visakhapatnam,21-02-2017,61.52,116.64,28.19,34.28,1.24,14.93,158.0
28305,Visakhapatnam,22-02-2017,48.68,110.73,25.74,32.48,1.22,20.24,144.0
28306,Visakhapatnam,23-02-2017,50.3,116.4,20.73,36.34,1.28,25.92,141.0
28307,Visakhapatnam,24-02-2017,51.17,93.34,28.0,25.74,1.01,18.59,138.0
28308,Visakhapatnam,25-02-2017,54.92,100.52,36.23,26.63,1.18,11.52,129.0
28309,Visakhapatnam,26-02-2017,72.35,120.28,33.81,26.9,0.68,13.36,122.0
28310,Visakhapatnam,27-02-2017,68.0,134.8,32.05,33.52,1.22,10.82,160.0
28311,Visakhapatnam,28-02-2017,67.1,124.23,31.9,32.02,1.17,10.37,151.0
28312,Visakhapatnam,01-03-2017,84.69,175.98,46.36,50.97,1.41,25.77,175.0
28313,Visakhapatnam,02-03-2017,72.19,142.93,53.58,47.3,0.83,14.73,151.0
28314,Visakhapatnam,03-03-2017,76.47,174.14,45.82,56.43,1.38,15.05,172.0
28315,Visakhapatnam,04-03-2017,52.09,115.14,34.81,40.5,1.16,10.11,159.0
28316,Visakhapatnam,05-03-2017,29.71,62.1,20.75,26.24,0.62,10.14,86.0
28317,Visakhapatnam,06-03-2017,22.3,53.71,15.05,22.88,1.01,12.79,117.0
28318,Visakhapatnam,07-03-2017,24.57,58.88,11.06,18.35,1.08,8.84,118.0
28319,Visakhapatnam,08-03-2017,19.72,42.65,13.87,13.58,0.96,4.49,108.0
28320,Visakhapatnam,09-03-2017,22.26,51.86,13.5,21.42,1.05,10.69,106.0
28321,Visakhapatnam,10-03-2017,26.23,61.07,12.16,20.68,0.7,9.99,62.0
28322,Visakhapatnam,11-03-2017,28.4,45.37,17.81,13.13,0.72,8.13,122.0
28323,Visakhapatnam,12-03-2017,45.77,82.12,16.28,15.24,0.45,13.53,67.0
28324,Visakhapatnam,13-03-2017,50.47,94.74,26.05,14.84,0.92,7.48,90.0
28325,Visakhapatnam,14-03-2017,42.41,78.96,29.83,18.12,1.19,3.49,169.0
28326,Visakhapatnam,15-03-2017,36.17,62.62,17.71,23.85,0.83,4.73,112.0
28327,Visakhapatnam,16-03-2017,36.92,78.56,17.9,23.69,0.94,10.12,114.0
28328,Visakhapatnam,17-03-2017,40.35,85.47,16.28,23.26,0.98,10.05,126.0
28329,Visakhapatnam,18-03-2017,47.45,99.17,17.6,23.88,1.02,10.64,129.0
28330,Visakhapatnam,19-03-2017,51.6,107.27,19.16,23.09,0.56,12.14,106.0
28331,Visakhapatnam,20-03-2017,56.22,109.69,20.22,24.25,1.17,12.52,147.0
28332,Visakhapatnam,21-03-2017,48.4,84.08,17.43,22.58,1.0,5.62,136.0
28333,Visakhapatnam,22-03-2017,47.43,92.46,12.91,23.01,1.07,8.49,127.0
28334,Visakhapatnam,23-03-2017,48.72,108.98,14.31,24.53,0.72,13.48,97.0
28335,Visakhapatnam,24-03-2017,52.68,123.59,14.58,28.39,1.14,21.56,144.0
28336,Visakhapatnam,25-03-2017,33.5,96.75,15.12,21.75,0.56,11.56,115.0
28337,Visakhapatnam,26-03-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,2.2485982090856145,14.53197725590996,166.4635814889336
28338,Visakhapatnam,27-03-2017,41.75,105.5,14.47,21.47,0.34,8.8,166.4635814889336
28339,Visakhapatnam,28-03-2017,33.09,116.29,12.87,17.8,1.94,18.5,166.4635814889336
28340,Visakhapatnam,29-03-2017,30.71,82.42,9.32,15.91,1.11,15.93,94.0
28341,Visakhapatnam,30-03-2017,30.48,92.82,9.25,12.79,1.68,15.52,134.0
28342,Visakhapatnam,31-03-2017,30.66,110.0,9.29,13.76,1.71,19.38,140.0
28343,Visakhapatnam,01-04-2017,33.98,96.5,9.57,15.38,1.55,16.77,140.0
28344,Visakhapatnam,02-04-2017,32.45,103.49,12.39,16.13,1.12,14.92,106.0
28345,Visakhapatnam,03-04-2017,28.03,75.36,6.85,16.11,1.65,14.5,98.0
28346,Visakhapatnam,04-04-2017,30.18,86.28,7.31,15.4,1.58,14.6,128.0
28347,Visakhapatnam,05-04-2017,39.15,96.82,11.03,17.95,1.6,14.55,136.0
28348,Visakhapatnam,06-04-2017,46.38,104.17,13.89,20.15,1.74,16.06,142.0
28349,Visakhapatnam,07-04-2017,45.34,99.45,17.01,18.06,1.7,14.11,152.0
28350,Visakhapatnam,08-04-2017,45.08,98.0,16.39,18.38,1.71,15.15,149.0
28351,Visakhapatnam,09-04-2017,30.88,66.79,11.83,17.28,0.98,11.21,94.0
28352,Visakhapatnam,10-04-2017,43.29,90.62,10.55,12.27,2.62,16.4,166.4635814889336
28353,Visakhapatnam,11-04-2017,28.6,81.5,11.9,17.27,0.9,8.72,131.0
28354,Visakhapatnam,12-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28355,Visakhapatnam,13-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28356,Visakhapatnam,14-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28357,Visakhapatnam,15-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28358,Visakhapatnam,16-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28359,Visakhapatnam,17-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28360,Visakhapatnam,18-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28361,Visakhapatnam,19-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28362,Visakhapatnam,20-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28363,Visakhapatnam,21-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28364,Visakhapatnam,22-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28365,Visakhapatnam,23-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28366,Visakhapatnam,24-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28367,Visakhapatnam,25-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28368,Visakhapatnam,26-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28369,Visakhapatnam,27-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28370,Visakhapatnam,28-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28371,Visakhapatnam,29-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28372,Visakhapatnam,30-04-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28373,Visakhapatnam,01-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28374,Visakhapatnam,02-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28375,Visakhapatnam,03-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28376,Visakhapatnam,04-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28377,Visakhapatnam,05-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28378,Visakhapatnam,06-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28379,Visakhapatnam,07-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28380,Visakhapatnam,08-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28381,Visakhapatnam,09-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28382,Visakhapatnam,10-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28383,Visakhapatnam,11-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28384,Visakhapatnam,12-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28385,Visakhapatnam,13-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28386,Visakhapatnam,14-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28387,Visakhapatnam,15-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28388,Visakhapatnam,16-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28389,Visakhapatnam,17-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28390,Visakhapatnam,18-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28391,Visakhapatnam,19-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28392,Visakhapatnam,20-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28393,Visakhapatnam,21-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28394,Visakhapatnam,22-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28395,Visakhapatnam,23-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28396,Visakhapatnam,24-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28397,Visakhapatnam,25-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28398,Visakhapatnam,26-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28399,Visakhapatnam,27-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28400,Visakhapatnam,28-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28401,Visakhapatnam,29-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28402,Visakhapatnam,30-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28403,Visakhapatnam,31-05-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28404,Visakhapatnam,01-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28405,Visakhapatnam,02-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28406,Visakhapatnam,03-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28407,Visakhapatnam,04-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28408,Visakhapatnam,05-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28409,Visakhapatnam,06-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28410,Visakhapatnam,07-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28411,Visakhapatnam,08-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28412,Visakhapatnam,09-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28413,Visakhapatnam,10-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28414,Visakhapatnam,11-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28415,Visakhapatnam,12-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28416,Visakhapatnam,13-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28417,Visakhapatnam,14-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28418,Visakhapatnam,15-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28419,Visakhapatnam,16-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28420,Visakhapatnam,17-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28421,Visakhapatnam,18-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28422,Visakhapatnam,19-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28423,Visakhapatnam,20-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28424,Visakhapatnam,21-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28425,Visakhapatnam,22-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28426,Visakhapatnam,23-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28427,Visakhapatnam,24-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28428,Visakhapatnam,25-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28429,Visakhapatnam,26-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28430,Visakhapatnam,27-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28431,Visakhapatnam,28-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28432,Visakhapatnam,29-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
28433,Visakhapatnam,30-06-2017,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,0.0,14.53197725590996,166.4635814889336
